calendarDate,Day_Name,Sum of DayOfMonth,Sum of DayOfWeek,Sum of DayOfYear,IsWeekDay,Sum of Month,Month_Name,Sum of QuarterOfYear,SK_date,Sum of Year
2018-02-13 00:00:00,Tuesday,13,2,44,Y,2,February,1,13022018,2018
2018-02-14 00:00:00,Wednesday,14,3,45,Y,2,February,1,14022018,2018
2018-02-15 00:00:00,Thursday,15,4,46,Y,2,February,1,15022018,2018
2018-02-16 00:00:00,Friday,16,5,47,Y,2,February,1,16022018,2018
2018-02-17 00:00:00,Saturday,17,6,48,N,2,February,1,17022018,2018
2018-02-18 00:00:00,Sunday,18,7,49,N,2,February,1,18022018,2018
2018-02-19 00:00:00,Monday,19,1,50,Y,2,February,1,19022018,2018
2018-02-20 00:00:00,Tuesday,20,2,51,Y,2,February,1,20022018,2018
2018-02-21 00:00:00,Wednesday,21,3,52,Y,2,February,1,21022018,2018
2018-02-22 00:00:00,Thursday,22,4,53,Y,2,February,1,22022018,2018
2018-02-23 00:00:00,Friday,23,5,54,Y,2,February,1,23022018,2018
2018-02-24 00:00:00,Saturday,24,6,55,N,2,February,1,24022018,2018
2018-02-25 00:00:00,Sunday,25,7,56,N,2,February,1,25022018,2018
2018-02-26 00:00:00,Monday,26,1,57,Y,2,February,1,26022018,2018
2018-02-27 00:00:00,Tuesday,27,2,58,Y,2,February,1,27022018,2018
2018-02-28 00:00:00,Wednesday,28,3,59,Y,2,February,1,28022018,2018
2018-03-01 00:00:00,Thursday,1,4,60,Y,3,March,1,01032018,2018
2018-03-02 00:00:00,Friday,2,5,61,Y,3,March,1,02032018,2018
2018-03-03 00:00:00,Saturday,3,6,62,N,3,March,1,03032018,2018
2018-03-04 00:00:00,Sunday,4,7,63,N,3,March,1,04032018,2018
2018-03-05 00:00:00,Monday,5,1,64,Y,3,March,1,05032018,2018
2018-03-06 00:00:00,Tuesday,6,2,65,Y,3,March,1,06032018,2018
2018-03-07 00:00:00,Wednesday,7,3,66,Y,3,March,1,07032018,2018
2018-03-08 00:00:00,Thursday,8,4,67,Y,3,March,1,08032018,2018
2018-03-09 00:00:00,Friday,9,5,68,Y,3,March,1,09032018,2018
2018-03-10 00:00:00,Saturday,10,6,69,N,3,March,1,10032018,2018
2018-03-11 00:00:00,Sunday,11,7,70,N,3,March,1,11032018,2018
2018-03-12 00:00:00,Monday,12,1,71,Y,3,March,1,12032018,2018
2018-03-13 00:00:00,Tuesday,13,2,72,Y,3,March,1,13032018,2018
2018-03-14 00:00:00,Wednesday,14,3,73,Y,3,March,1,14032018,2018
2018-03-15 00:00:00,Thursday,15,4,74,Y,3,March,1,15032018,2018
2018-03-16 00:00:00,Friday,16,5,75,Y,3,March,1,16032018,2018
2018-03-17 00:00:00,Saturday,17,6,76,N,3,March,1,17032018,2018
2018-03-18 00:00:00,Sunday,18,7,77,N,3,March,1,18032018,2018
2018-03-19 00:00:00,Monday,19,1,78,Y,3,March,1,19032018,2018
2018-03-20 00:00:00,Tuesday,20,2,79,Y,3,March,1,20032018,2018
2018-03-21 00:00:00,Wednesday,21,3,80,Y,3,March,1,21032018,2018
2018-03-22 00:00:00,Thursday,22,4,81,Y,3,March,1,22032018,2018
2018-03-23 00:00:00,Friday,23,5,82,Y,3,March,1,23032018,2018
2018-03-24 00:00:00,Saturday,24,6,83,N,3,March,1,24032018,2018
2018-03-25 00:00:00,Sunday,25,7,84,N,3,March,1,25032018,2018
2018-03-26 00:00:00,Monday,26,1,85,Y,3,March,1,26032018,2018
2018-03-27 00:00:00,Tuesday,27,2,86,Y,3,March,1,27032018,2018
2018-03-28 00:00:00,Wednesday,28,3,87,Y,3,March,1,28032018,2018
2018-03-29 00:00:00,Thursday,29,4,88,Y,3,March,1,29032018,2018
2018-03-30 00:00:00,Friday,30,5,89,Y,3,March,1,30032018,2018
2018-03-31 00:00:00,Saturday,31,6,90,N,3,March,1,31032018,2018
2018-04-01 00:00:00,Sunday,1,7,91,N,4,April,2,01042018,2018
2018-04-02 00:00:00,Monday,2,1,92,Y,4,April,2,02042018,2018
2018-04-03 00:00:00,Tuesday,3,2,93,Y,4,April,2,03042018,2018
2018-04-04 00:00:00,Wednesday,4,3,94,Y,4,April,2,04042018,2018
2018-04-05 00:00:00,Thursday,5,4,95,Y,4,April,2,05042018,2018
2018-04-06 00:00:00,Friday,6,5,96,Y,4,April,2,06042018,2018
2018-04-07 00:00:00,Saturday,7,6,97,N,4,April,2,07042018,2018
2018-04-08 00:00:00,Sunday,8,7,98,N,4,April,2,08042018,2018
2018-04-09 00:00:00,Monday,9,1,99,Y,4,April,2,09042018,2018
2018-04-10 00:00:00,Tuesday,10,2,100,Y,4,April,2,10042018,2018
2018-04-11 00:00:00,Wednesday,11,3,101,Y,4,April,2,11042018,2018
2018-04-12 00:00:00,Thursday,12,4,102,Y,4,April,2,12042018,2018
2018-04-13 00:00:00,Friday,13,5,103,Y,4,April,2,13042018,2018
2018-04-14 00:00:00,Saturday,14,6,104,N,4,April,2,14042018,2018
2018-04-15 00:00:00,Sunday,15,7,105,N,4,April,2,15042018,2018
2018-04-16 00:00:00,Monday,16,1,106,Y,4,April,2,16042018,2018
2018-04-17 00:00:00,Tuesday,17,2,107,Y,4,April,2,17042018,2018
2018-04-18 00:00:00,Wednesday,18,3,108,Y,4,April,2,18042018,2018
2018-04-19 00:00:00,Thursday,19,4,109,Y,4,April,2,19042018,2018
2018-04-20 00:00:00,Friday,20,5,110,Y,4,April,2,20042018,2018
2018-04-21 00:00:00,Saturday,21,6,111,N,4,April,2,21042018,2018
2018-04-22 00:00:00,Sunday,22,7,112,N,4,April,2,22042018,2018
2018-04-23 00:00:00,Monday,23,1,113,Y,4,April,2,23042018,2018
2018-04-24 00:00:00,Tuesday,24,2,114,Y,4,April,2,24042018,2018
2018-04-25 00:00:00,Wednesday,25,3,115,Y,4,April,2,25042018,2018
2018-04-26 00:00:00,Thursday,26,4,116,Y,4,April,2,26042018,2018
2018-04-27 00:00:00,Friday,27,5,117,Y,4,April,2,27042018,2018
2018-04-28 00:00:00,Saturday,28,6,118,N,4,April,2,28042018,2018
2018-04-29 00:00:00,Sunday,29,7,119,N,4,April,2,29042018,2018
2018-04-30 00:00:00,Monday,30,1,120,Y,4,April,2,30042018,2018
2018-05-01 00:00:00,Tuesday,1,2,121,Y,5,May,2,01052018,2018
2018-05-02 00:00:00,Wednesday,2,3,122,Y,5,May,2,02052018,2018
2018-05-03 00:00:00,Thursday,3,4,123,Y,5,May,2,03052018,2018
2018-05-04 00:00:00,Friday,4,5,124,Y,5,May,2,04052018,2018
2018-05-05 00:00:00,Saturday,5,6,125,N,5,May,2,05052018,2018
2018-05-06 00:00:00,Sunday,6,7,126,N,5,May,2,06052018,2018
2018-05-07 00:00:00,Monday,7,1,127,Y,5,May,2,07052018,2018
2018-05-08 00:00:00,Tuesday,8,2,128,Y,5,May,2,08052018,2018
2018-05-09 00:00:00,Wednesday,9,3,129,Y,5,May,2,09052018,2018
2018-05-10 00:00:00,Thursday,10,4,130,Y,5,May,2,10052018,2018
2018-05-11 00:00:00,Friday,11,5,131,Y,5,May,2,11052018,2018
2018-05-12 00:00:00,Saturday,12,6,132,N,5,May,2,12052018,2018
2018-05-13 00:00:00,Sunday,13,7,133,N,5,May,2,13052018,2018
2018-05-14 00:00:00,Monday,14,1,134,Y,5,May,2,14052018,2018
2018-05-15 00:00:00,Tuesday,15,2,135,Y,5,May,2,15052018,2018
2018-05-16 00:00:00,Wednesday,16,3,136,Y,5,May,2,16052018,2018
2018-05-17 00:00:00,Thursday,17,4,137,Y,5,May,2,17052018,2018
2018-05-18 00:00:00,Friday,18,5,138,Y,5,May,2,18052018,2018
2018-05-19 00:00:00,Saturday,19,6,139,N,5,May,2,19052018,2018
2018-05-20 00:00:00,Sunday,20,7,140,N,5,May,2,20052018,2018
2018-05-21 00:00:00,Monday,21,1,141,Y,5,May,2,21052018,2018
2018-05-22 00:00:00,Tuesday,22,2,142,Y,5,May,2,22052018,2018
2018-05-23 00:00:00,Wednesday,23,3,143,Y,5,May,2,23052018,2018
2018-05-24 00:00:00,Thursday,24,4,144,Y,5,May,2,24052018,2018
2018-05-25 00:00:00,Friday,25,5,145,Y,5,May,2,25052018,2018
2018-05-26 00:00:00,Saturday,26,6,146,N,5,May,2,26052018,2018
2018-05-27 00:00:00,Sunday,27,7,147,N,5,May,2,27052018,2018
2018-05-28 00:00:00,Monday,28,1,148,Y,5,May,2,28052018,2018
2018-05-29 00:00:00,Tuesday,29,2,149,Y,5,May,2,29052018,2018
2018-05-30 00:00:00,Wednesday,30,3,150,Y,5,May,2,30052018,2018
2018-05-31 00:00:00,Thursday,31,4,151,Y,5,May,2,31052018,2018
2018-06-01 00:00:00,Friday,1,5,152,Y,6,June,2,01062018,2018
2018-06-02 00:00:00,Saturday,2,6,153,N,6,June,2,02062018,2018
2018-06-03 00:00:00,Sunday,3,7,154,N,6,June,2,03062018,2018
2018-06-04 00:00:00,Monday,4,1,155,Y,6,June,2,04062018,2018
2018-06-05 00:00:00,Tuesday,5,2,156,Y,6,June,2,05062018,2018
2018-06-06 00:00:00,Wednesday,6,3,157,Y,6,June,2,06062018,2018
2018-06-07 00:00:00,Thursday,7,4,158,Y,6,June,2,07062018,2018
2018-06-08 00:00:00,Friday,8,5,159,Y,6,June,2,08062018,2018
2018-06-09 00:00:00,Saturday,9,6,160,N,6,June,2,09062018,2018
2018-06-10 00:00:00,Sunday,10,7,161,N,6,June,2,10062018,2018
2018-06-11 00:00:00,Monday,11,1,162,Y,6,June,2,11062018,2018
2018-06-12 00:00:00,Tuesday,12,2,163,Y,6,June,2,12062018,2018
2018-06-13 00:00:00,Wednesday,13,3,164,Y,6,June,2,13062018,2018
2018-06-14 00:00:00,Thursday,14,4,165,Y,6,June,2,14062018,2018
2018-06-15 00:00:00,Friday,15,5,166,Y,6,June,2,15062018,2018
2018-06-16 00:00:00,Saturday,16,6,167,N,6,June,2,16062018,2018
2018-06-17 00:00:00,Sunday,17,7,168,N,6,June,2,17062018,2018
2018-06-18 00:00:00,Monday,18,1,169,Y,6,June,2,18062018,2018
2018-06-19 00:00:00,Tuesday,19,2,170,Y,6,June,2,19062018,2018
2018-06-20 00:00:00,Wednesday,20,3,171,Y,6,June,2,20062018,2018
2018-06-21 00:00:00,Thursday,21,4,172,Y,6,June,2,21062018,2018
2018-06-22 00:00:00,Friday,22,5,173,Y,6,June,2,22062018,2018
2018-06-23 00:00:00,Saturday,23,6,174,N,6,June,2,23062018,2018
2018-06-24 00:00:00,Sunday,24,7,175,N,6,June,2,24062018,2018
2018-06-25 00:00:00,Monday,25,1,176,Y,6,June,2,25062018,2018
2018-06-26 00:00:00,Tuesday,26,2,177,Y,6,June,2,26062018,2018
2018-06-27 00:00:00,Wednesday,27,3,178,Y,6,June,2,27062018,2018
2018-06-28 00:00:00,Thursday,28,4,179,Y,6,June,2,28062018,2018
2018-06-29 00:00:00,Friday,29,5,180,Y,6,June,2,29062018,2018
2018-06-30 00:00:00,Saturday,30,6,181,N,6,June,2,30062018,2018
2018-07-01 00:00:00,Sunday,1,7,182,N,7,July,3,01072018,2018
2018-07-02 00:00:00,Monday,2,1,183,Y,7,July,3,02072018,2018
2018-07-03 00:00:00,Tuesday,3,2,184,Y,7,July,3,03072018,2018
2018-07-04 00:00:00,Wednesday,4,3,185,Y,7,July,3,04072018,2018
2018-07-05 00:00:00,Thursday,5,4,186,Y,7,July,3,05072018,2018
2018-07-06 00:00:00,Friday,6,5,187,Y,7,July,3,06072018,2018
2018-07-07 00:00:00,Saturday,7,6,188,N,7,July,3,07072018,2018
2018-07-08 00:00:00,Sunday,8,7,189,N,7,July,3,08072018,2018
2018-07-09 00:00:00,Monday,9,1,190,Y,7,July,3,09072018,2018
2018-07-10 00:00:00,Tuesday,10,2,191,Y,7,July,3,10072018,2018
2018-07-11 00:00:00,Wednesday,11,3,192,Y,7,July,3,11072018,2018
2018-07-12 00:00:00,Thursday,12,4,193,Y,7,July,3,12072018,2018
2018-07-13 00:00:00,Friday,13,5,194,Y,7,July,3,13072018,2018
2018-07-14 00:00:00,Saturday,14,6,195,N,7,July,3,14072018,2018
2018-07-15 00:00:00,Sunday,15,7,196,N,7,July,3,15072018,2018
2018-07-16 00:00:00,Monday,16,1,197,Y,7,July,3,16072018,2018
2018-07-17 00:00:00,Tuesday,17,2,198,Y,7,July,3,17072018,2018
2018-07-18 00:00:00,Wednesday,18,3,199,Y,7,July,3,18072018,2018
2018-07-19 00:00:00,Thursday,19,4,200,Y,7,July,3,19072018,2018
2018-07-20 00:00:00,Friday,20,5,201,Y,7,July,3,20072018,2018
2018-07-21 00:00:00,Saturday,21,6,202,N,7,July,3,21072018,2018
2018-07-22 00:00:00,Sunday,22,7,203,N,7,July,3,22072018,2018
2018-07-23 00:00:00,Monday,23,1,204,Y,7,July,3,23072018,2018
2018-07-24 00:00:00,Tuesday,24,2,205,Y,7,July,3,24072018,2018
2018-07-25 00:00:00,Wednesday,25,3,206,Y,7,July,3,25072018,2018
2018-07-26 00:00:00,Thursday,26,4,207,Y,7,July,3,26072018,2018
2018-07-27 00:00:00,Friday,27,5,208,Y,7,July,3,27072018,2018
2018-07-28 00:00:00,Saturday,28,6,209,N,7,July,3,28072018,2018
2018-07-29 00:00:00,Sunday,29,7,210,N,7,July,3,29072018,2018
2018-07-30 00:00:00,Monday,30,1,211,Y,7,July,3,30072018,2018
2018-07-31 00:00:00,Tuesday,31,2,212,Y,7,July,3,31072018,2018
2018-08-01 00:00:00,Wednesday,1,3,213,Y,8,August,3,01082018,2018
2018-08-02 00:00:00,Thursday,2,4,214,Y,8,August,3,02082018,2018
2018-08-03 00:00:00,Friday,3,5,215,Y,8,August,3,03082018,2018
2018-08-04 00:00:00,Saturday,4,6,216,N,8,August,3,04082018,2018
2018-08-05 00:00:00,Sunday,5,7,217,N,8,August,3,05082018,2018
2018-08-06 00:00:00,Monday,6,1,218,Y,8,August,3,06082018,2018
2018-08-07 00:00:00,Tuesday,7,2,219,Y,8,August,3,07082018,2018
2018-08-08 00:00:00,Wednesday,8,3,220,Y,8,August,3,08082018,2018
2018-08-09 00:00:00,Thursday,9,4,221,Y,8,August,3,09082018,2018
2018-08-10 00:00:00,Friday,10,5,222,Y,8,August,3,10082018,2018
2018-08-11 00:00:00,Saturday,11,6,223,N,8,August,3,11082018,2018
2018-08-12 00:00:00,Sunday,12,7,224,N,8,August,3,12082018,2018
2018-08-13 00:00:00,Monday,13,1,225,Y,8,August,3,13082018,2018
2018-08-14 00:00:00,Tuesday,14,2,226,Y,8,August,3,14082018,2018
2018-08-15 00:00:00,Wednesday,15,3,227,Y,8,August,3,15082018,2018
2018-08-16 00:00:00,Thursday,16,4,228,Y,8,August,3,16082018,2018
2018-08-17 00:00:00,Friday,17,5,229,Y,8,August,3,17082018,2018
2018-08-18 00:00:00,Saturday,18,6,230,N,8,August,3,18082018,2018
2018-08-19 00:00:00,Sunday,19,7,231,N,8,August,3,19082018,2018
2018-08-20 00:00:00,Monday,20,1,232,Y,8,August,3,20082018,2018
2018-08-21 00:00:00,Tuesday,21,2,233,Y,8,August,3,21082018,2018
2018-08-22 00:00:00,Wednesday,22,3,234,Y,8,August,3,22082018,2018
2018-08-23 00:00:00,Thursday,23,4,235,Y,8,August,3,23082018,2018
2018-08-24 00:00:00,Friday,24,5,236,Y,8,August,3,24082018,2018
2018-08-25 00:00:00,Saturday,25,6,237,N,8,August,3,25082018,2018
2018-08-26 00:00:00,Sunday,26,7,238,N,8,August,3,26082018,2018
2018-08-27 00:00:00,Monday,27,1,239,Y,8,August,3,27082018,2018
2018-08-28 00:00:00,Tuesday,28,2,240,Y,8,August,3,28082018,2018
2018-08-29 00:00:00,Wednesday,29,3,241,Y,8,August,3,29082018,2018
2018-08-30 00:00:00,Thursday,30,4,242,Y,8,August,3,30082018,2018
2018-08-31 00:00:00,Friday,31,5,243,Y,8,August,3,31082018,2018
2018-09-01 00:00:00,Saturday,1,6,244,N,9,September,3,01092018,2018
2018-09-02 00:00:00,Sunday,2,7,245,N,9,September,3,02092018,2018
2018-09-03 00:00:00,Monday,3,1,246,Y,9,September,3,03092018,2018
2018-09-04 00:00:00,Tuesday,4,2,247,Y,9,September,3,04092018,2018
2018-09-05 00:00:00,Wednesday,5,3,248,Y,9,September,3,05092018,2018
2018-09-06 00:00:00,Thursday,6,4,249,Y,9,September,3,06092018,2018
2018-09-07 00:00:00,Friday,7,5,250,Y,9,September,3,07092018,2018
2018-09-08 00:00:00,Saturday,8,6,251,N,9,September,3,08092018,2018
2018-09-09 00:00:00,Sunday,9,7,252,N,9,September,3,09092018,2018
2018-09-10 00:00:00,Monday,10,1,253,Y,9,September,3,10092018,2018
2018-09-11 00:00:00,Tuesday,11,2,254,Y,9,September,3,11092018,2018
2018-09-12 00:00:00,Wednesday,12,3,255,Y,9,September,3,12092018,2018
2018-09-13 00:00:00,Thursday,13,4,256,Y,9,September,3,13092018,2018
2018-09-14 00:00:00,Friday,14,5,257,Y,9,September,3,14092018,2018
2018-09-15 00:00:00,Saturday,15,6,258,N,9,September,3,15092018,2018
2018-09-16 00:00:00,Sunday,16,7,259,N,9,September,3,16092018,2018
2018-09-17 00:00:00,Monday,17,1,260,Y,9,September,3,17092018,2018
2018-09-18 00:00:00,Tuesday,18,2,261,Y,9,September,3,18092018,2018
2018-09-19 00:00:00,Wednesday,19,3,262,Y,9,September,3,19092018,2018
2018-09-20 00:00:00,Thursday,20,4,263,Y,9,September,3,20092018,2018
2018-09-21 00:00:00,Friday,21,5,264,Y,9,September,3,21092018,2018
2018-09-22 00:00:00,Saturday,22,6,265,N,9,September,3,22092018,2018
2018-09-23 00:00:00,Sunday,23,7,266,N,9,September,3,23092018,2018
2018-09-24 00:00:00,Monday,24,1,267,Y,9,September,3,24092018,2018
2018-09-25 00:00:00,Tuesday,25,2,268,Y,9,September,3,25092018,2018
2018-09-26 00:00:00,Wednesday,26,3,269,Y,9,September,3,26092018,2018
2018-09-27 00:00:00,Thursday,27,4,270,Y,9,September,3,27092018,2018
2018-09-28 00:00:00,Friday,28,5,271,Y,9,September,3,28092018,2018
2018-09-29 00:00:00,Saturday,29,6,272,N,9,September,3,29092018,2018
2018-09-30 00:00:00,Sunday,30,7,273,N,9,September,3,30092018,2018
2018-10-01 00:00:00,Monday,1,1,274,Y,10,October,4,01102018,2018
2018-10-02 00:00:00,Tuesday,2,2,275,Y,10,October,4,02102018,2018
2018-10-03 00:00:00,Wednesday,3,3,276,Y,10,October,4,03102018,2018
2018-10-04 00:00:00,Thursday,4,4,277,Y,10,October,4,04102018,2018
2018-10-05 00:00:00,Friday,5,5,278,Y,10,October,4,05102018,2018
2018-10-06 00:00:00,Saturday,6,6,279,N,10,October,4,06102018,2018
2018-10-07 00:00:00,Sunday,7,7,280,N,10,October,4,07102018,2018
2018-10-08 00:00:00,Monday,8,1,281,Y,10,October,4,08102018,2018
2018-10-09 00:00:00,Tuesday,9,2,282,Y,10,October,4,09102018,2018
2018-10-10 00:00:00,Wednesday,10,3,283,Y,10,October,4,10102018,2018
2018-10-11 00:00:00,Thursday,11,4,284,Y,10,October,4,11102018,2018
2018-10-12 00:00:00,Friday,12,5,285,Y,10,October,4,12102018,2018
2018-10-13 00:00:00,Saturday,13,6,286,N,10,October,4,13102018,2018
2018-10-14 00:00:00,Sunday,14,7,287,N,10,October,4,14102018,2018
2018-10-15 00:00:00,Monday,15,1,288,Y,10,October,4,15102018,2018
2018-10-16 00:00:00,Tuesday,16,2,289,Y,10,October,4,16102018,2018
2018-10-17 00:00:00,Wednesday,17,3,290,Y,10,October,4,17102018,2018
2018-10-18 00:00:00,Thursday,18,4,291,Y,10,October,4,18102018,2018
2018-10-19 00:00:00,Friday,19,5,292,Y,10,October,4,19102018,2018
2018-10-20 00:00:00,Saturday,20,6,293,N,10,October,4,20102018,2018
2018-10-21 00:00:00,Sunday,21,7,294,N,10,October,4,21102018,2018
2018-10-22 00:00:00,Monday,22,1,295,Y,10,October,4,22102018,2018
2018-10-23 00:00:00,Tuesday,23,2,296,Y,10,October,4,23102018,2018
2018-10-24 00:00:00,Wednesday,24,3,297,Y,10,October,4,24102018,2018
2018-10-25 00:00:00,Thursday,25,4,298,Y,10,October,4,25102018,2018
2018-10-26 00:00:00,Friday,26,5,299,Y,10,October,4,26102018,2018
2018-10-27 00:00:00,Saturday,27,6,300,N,10,October,4,27102018,2018
2018-10-28 00:00:00,Sunday,28,7,301,N,10,October,4,28102018,2018
2018-10-29 00:00:00,Monday,29,1,302,Y,10,October,4,29102018,2018
2018-10-30 00:00:00,Tuesday,30,2,303,Y,10,October,4,30102018,2018
2018-10-31 00:00:00,Wednesday,31,3,304,Y,10,October,4,31102018,2018
2018-11-01 00:00:00,Thursday,1,4,305,Y,11,November,4,01112018,2018
2018-11-02 00:00:00,Friday,2,5,306,Y,11,November,4,02112018,2018
2018-11-03 00:00:00,Saturday,3,6,307,N,11,November,4,03112018,2018
2018-11-04 00:00:00,Sunday,4,7,308,N,11,November,4,04112018,2018
2018-11-05 00:00:00,Monday,5,1,309,Y,11,November,4,05112018,2018
2018-11-06 00:00:00,Tuesday,6,2,310,Y,11,November,4,06112018,2018
2018-11-07 00:00:00,Wednesday,7,3,311,Y,11,November,4,07112018,2018
2018-11-08 00:00:00,Thursday,8,4,312,Y,11,November,4,08112018,2018
2018-11-09 00:00:00,Friday,9,5,313,Y,11,November,4,09112018,2018
2018-11-10 00:00:00,Saturday,10,6,314,N,11,November,4,10112018,2018
2018-11-11 00:00:00,Sunday,11,7,315,N,11,November,4,11112018,2018
2018-11-12 00:00:00,Monday,12,1,316,Y,11,November,4,12112018,2018
2018-11-13 00:00:00,Tuesday,13,2,317,Y,11,November,4,13112018,2018
2018-11-14 00:00:00,Wednesday,14,3,318,Y,11,November,4,14112018,2018
2018-11-15 00:00:00,Thursday,15,4,319,Y,11,November,4,15112018,2018
2018-11-16 00:00:00,Friday,16,5,320,Y,11,November,4,16112018,2018
2018-11-17 00:00:00,Saturday,17,6,321,N,11,November,4,17112018,2018
2018-11-18 00:00:00,Sunday,18,7,322,N,11,November,4,18112018,2018
2018-11-19 00:00:00,Monday,19,1,323,Y,11,November,4,19112018,2018
2018-11-20 00:00:00,Tuesday,20,2,324,Y,11,November,4,20112018,2018
2018-11-21 00:00:00,Wednesday,21,3,325,Y,11,November,4,21112018,2018
2018-11-22 00:00:00,Thursday,22,4,326,Y,11,November,4,22112018,2018
2018-11-23 00:00:00,Friday,23,5,327,Y,11,November,4,23112018,2018
2018-11-24 00:00:00,Saturday,24,6,328,N,11,November,4,24112018,2018
2018-11-25 00:00:00,Sunday,25,7,329,N,11,November,4,25112018,2018
2018-11-26 00:00:00,Monday,26,1,330,Y,11,November,4,26112018,2018
2018-11-27 00:00:00,Tuesday,27,2,331,Y,11,November,4,27112018,2018
2018-11-28 00:00:00,Wednesday,28,3,332,Y,11,November,4,28112018,2018
2018-11-29 00:00:00,Thursday,29,4,333,Y,11,November,4,29112018,2018
2018-11-30 00:00:00,Friday,30,5,334,Y,11,November,4,30112018,2018
2018-12-01 00:00:00,Saturday,1,6,335,N,12,December,4,01122018,2018
2018-12-02 00:00:00,Sunday,2,7,336,N,12,December,4,02122018,2018
2018-12-03 00:00:00,Monday,3,1,337,Y,12,December,4,03122018,2018
2018-12-04 00:00:00,Tuesday,4,2,338,Y,12,December,4,04122018,2018
2018-12-05 00:00:00,Wednesday,5,3,339,Y,12,December,4,05122018,2018
2018-12-06 00:00:00,Thursday,6,4,340,Y,12,December,4,06122018,2018
2018-12-07 00:00:00,Friday,7,5,341,Y,12,December,4,07122018,2018
2018-12-08 00:00:00,Saturday,8,6,342,N,12,December,4,08122018,2018
2018-12-09 00:00:00,Sunday,9,7,343,N,12,December,4,09122018,2018
2018-12-10 00:00:00,Monday,10,1,344,Y,12,December,4,10122018,2018
2018-12-11 00:00:00,Tuesday,11,2,345,Y,12,December,4,11122018,2018
2018-12-12 00:00:00,Wednesday,12,3,346,Y,12,December,4,12122018,2018
2018-12-13 00:00:00,Thursday,13,4,347,Y,12,December,4,13122018,2018
2018-12-14 00:00:00,Friday,14,5,348,Y,12,December,4,14122018,2018
2018-12-15 00:00:00,Saturday,15,6,349,N,12,December,4,15122018,2018
2018-12-16 00:00:00,Sunday,16,7,350,N,12,December,4,16122018,2018
2018-12-17 00:00:00,Monday,17,1,351,Y,12,December,4,17122018,2018
2018-12-18 00:00:00,Tuesday,18,2,352,Y,12,December,4,18122018,2018
2018-12-19 00:00:00,Wednesday,19,3,353,Y,12,December,4,19122018,2018
2018-12-20 00:00:00,Thursday,20,4,354,Y,12,December,4,20122018,2018
2018-12-21 00:00:00,Friday,21,5,355,Y,12,December,4,21122018,2018
2018-12-22 00:00:00,Saturday,22,6,356,N,12,December,4,22122018,2018
2018-12-23 00:00:00,Sunday,23,7,357,N,12,December,4,23122018,2018
2018-12-24 00:00:00,Monday,24,1,358,Y,12,December,4,24122018,2018
2018-12-25 00:00:00,Tuesday,25,2,359,Y,12,December,4,25122018,2018
2018-12-26 00:00:00,Wednesday,26,3,360,Y,12,December,4,26122018,2018
2018-12-27 00:00:00,Thursday,27,4,361,Y,12,December,4,27122018,2018
2018-12-28 00:00:00,Friday,28,5,362,Y,12,December,4,28122018,2018
2018-12-29 00:00:00,Saturday,29,6,363,N,12,December,4,29122018,2018
2018-12-30 00:00:00,Sunday,30,7,364,N,12,December,4,30122018,2018
2018-12-31 00:00:00,Monday,31,1,365,Y,12,December,4,31122018,2018
2019-01-01 00:00:00,Tuesday,1,2,1,Y,1,January,1,01012019,2019
2019-01-02 00:00:00,Wednesday,2,3,2,Y,1,January,1,02012019,2019
2019-01-03 00:00:00,Thursday,3,4,3,Y,1,January,1,03012019,2019
2019-01-04 00:00:00,Friday,4,5,4,Y,1,January,1,04012019,2019
2019-01-05 00:00:00,Saturday,5,6,5,N,1,January,1,05012019,2019
2019-01-06 00:00:00,Sunday,6,7,6,N,1,January,1,06012019,2019
2019-01-07 00:00:00,Monday,7,1,7,Y,1,January,1,07012019,2019
2019-01-08 00:00:00,Tuesday,8,2,8,Y,1,January,1,08012019,2019
2019-01-09 00:00:00,Wednesday,9,3,9,Y,1,January,1,09012019,2019
2019-01-10 00:00:00,Thursday,10,4,10,Y,1,January,1,10012019,2019
2019-01-11 00:00:00,Friday,11,5,11,Y,1,January,1,11012019,2019
2019-01-12 00:00:00,Saturday,12,6,12,N,1,January,1,12012019,2019
2019-01-13 00:00:00,Sunday,13,7,13,N,1,January,1,13012019,2019
2019-01-14 00:00:00,Monday,14,1,14,Y,1,January,1,14012019,2019
2019-01-15 00:00:00,Tuesday,15,2,15,Y,1,January,1,15012019,2019
2019-01-16 00:00:00,Wednesday,16,3,16,Y,1,January,1,16012019,2019
2019-01-17 00:00:00,Thursday,17,4,17,Y,1,January,1,17012019,2019
2019-01-18 00:00:00,Friday,18,5,18,Y,1,January,1,18012019,2019
2019-01-19 00:00:00,Saturday,19,6,19,N,1,January,1,19012019,2019
2019-01-20 00:00:00,Sunday,20,7,20,N,1,January,1,20012019,2019
2019-01-21 00:00:00,Monday,21,1,21,Y,1,January,1,21012019,2019
2019-01-22 00:00:00,Tuesday,22,2,22,Y,1,January,1,22012019,2019
2019-01-23 00:00:00,Wednesday,23,3,23,Y,1,January,1,23012019,2019
2019-01-24 00:00:00,Thursday,24,4,24,Y,1,January,1,24012019,2019
2019-01-25 00:00:00,Friday,25,5,25,Y,1,January,1,25012019,2019
2019-01-26 00:00:00,Saturday,26,6,26,N,1,January,1,26012019,2019
2019-01-27 00:00:00,Sunday,27,7,27,N,1,January,1,27012019,2019
2019-01-28 00:00:00,Monday,28,1,28,Y,1,January,1,28012019,2019
